"Ngay","ISO_Date","Thu","Loai_Vang","Gia_Mua_VND_Luong","Gia_Ban_VND_Luong","Chenh_Lech_VND_Luong","Gia_Mua_VND_Chi","Gia_Ban_VND_Chi","Gia_The_Gioi_USD_oz","SJC_Mieng_Mua_VND_Luong","SJC_Mieng_Ban_VND_Luong","Cap_Nhat_Luc"
"12/03/2025","2025-03-12","Thứ Tư","Vàng nhẫn SJC 9999",103200000,106200000,3000000,10320000,10620000,2939.1,103700000,106700000,"23:30"
"13/03/2025","2025-03-13","Thứ Năm","Vàng nhẫn SJC 9999",104800000,107800000,3000000,10480000,10780000,2984.3,105300000,108300000,"23:30"
"14/03/2025","2025-03-14","Thứ Sáu","Vàng nhẫn SJC 9999",105200000,108200000,3000000,10520000,10820000,2994.5,105700000,108700000,"23:30"
"17/03/2025","2025-03-17","Thứ Hai","Vàng nhẫn SJC 9999",105400000,108400000,3000000,10540000,10840000,3000,105900000,108900000,"23:30"
"18/03/2025","2025-03-18","Thứ Ba","Vàng nhẫn SJC 9999",106700000,109700000,3000000,10670000,10970000,3035.1,107200000,110200000,"23:30"
"19/03/2025","2025-03-19","Thứ Tư","Vàng nhẫn SJC 9999",106700000,109700000,3000000,10670000,10970000,3035.9,107200000,110200000,"23:30"
"20/03/2025","2025-03-20","Thứ Năm","Vàng nhẫn SJC 9999",106900000,109900000,3000000,10690000,10990000,3040,107400000,110400000,"23:30"
"21/03/2025","2025-03-21","Thứ Sáu","Vàng nhẫn SJC 9999",106100000,109100000,3000000,10610000,10910000,3018.2,106600000,109600000,"23:30"
"24/03/2025","2025-03-24","Thứ Hai","Vàng nhẫn SJC 9999",105900000,108900000,3000000,10590000,10890000,3013.1,106400000,109400000,"23:30"
"25/03/2025","2025-03-25","Thứ Ba","Vàng nhẫn SJC 9999",106300000,109300000,3000000,10630000,10930000,3023.7,106800000,109800000,"23:30"
"26/03/2025","2025-03-26","Thứ Tư","Vàng nhẫn SJC 9999",106200000,109200000,3000000,10620000,10920000,3020.9,106700000,109700000,"23:30"
"27/03/2025","2025-03-27","Thứ Năm","Vàng nhẫn SJC 9999",107600000,110600000,3000000,10760000,11060000,3060.2,108100000,111100000,"23:30"
"28/03/2025","2025-03-28","Thứ Sáu","Vàng nhẫn SJC 9999",108500000,111500000,3000000,10850000,11150000,3086.5,109000000,112000000,"23:30"
"31/03/2025","2025-03-31","Thứ Hai","Vàng nhẫn SJC 9999",109800000,112800000,3000000,10980000,11280000,3122.8,110300000,113300000,"23:30"
"01/04/2025","2025-04-01","Thứ Ba","Vàng nhẫn SJC 9999",109700000,112700000,3000000,10970000,11270000,3118.9,110200000,113200000,"23:30"
"02/04/2025","2025-04-02","Thứ Tư","Vàng nhẫn SJC 9999",110500000,113500000,3000000,11050000,11350000,3139.9,111000000,114000000,"23:30"
"03/04/2025","2025-04-03","Thứ Năm","Vàng nhẫn SJC 9999",108900000,111900000,3000000,10890000,11190000,3097,109400000,112400000,"23:30"
"04/04/2025","2025-04-04","Thứ Sáu","Vàng nhẫn SJC 9999",105800000,108800000,3000000,10580000,10880000,3012,106300000,109300000,"23:30"
"07/04/2025","2025-04-07","Thứ Hai","Vàng nhẫn SJC 9999",103600000,106600000,3000000,10360000,10660000,2951.3,104100000,107100000,"23:30"
"08/04/2025","2025-04-08","Thứ Ba","Vàng nhẫn SJC 9999",104300000,107300000,3000000,10430000,10730000,2968.4,104800000,107800000,"23:30"
"09/04/2025","2025-04-09","Thứ Tư","Vàng nhẫn SJC 9999",107400000,110400000,3000000,10740000,11040000,3056.5,107900000,110900000,"23:30"
"10/04/2025","2025-04-10","Thứ Năm","Vàng nhẫn SJC 9999",111000000,114000000,3000000,11100000,11400000,3155.2,111500000,114500000,"23:30"
"11/04/2025","2025-04-11","Thứ Sáu","Vàng nhẫn SJC 9999",113400000,116400000,3000000,11340000,11640000,3222.2,113900000,116900000,"23:30"
"14/04/2025","2025-04-14","Thứ Hai","Vàng nhẫn SJC 9999",112800000,115800000,3000000,11280000,11580000,3204.8,113300000,116300000,"23:30"
"15/04/2025","2025-04-15","Thứ Ba","Vàng nhẫn SJC 9999",113300000,116300000,3000000,11330000,11630000,3218.7,113800000,116800000,"23:30"
"16/04/2025","2025-04-16","Thứ Tư","Vàng nhẫn SJC 9999",117200000,120200000,3000000,11720000,12020000,3326.6,117700000,120700000,"23:30"
"17/04/2025","2025-04-17","Thứ Năm","Vàng nhẫn SJC 9999",116600000,119600000,3000000,11660000,11960000,3308.7,117100000,120100000,"23:30"
"21/04/2025","2025-04-21","Thứ Hai","Vàng nhẫn SJC 9999",120100000,123100000,3000000,12010000,12310000,3406.2,120600000,123600000,"23:30"
"22/04/2025","2025-04-22","Thứ Ba","Vàng nhẫn SJC 9999",119900000,122900000,3000000,11990000,12290000,3400.8,120400000,123400000,"23:30"
"23/04/2025","2025-04-23","Thứ Tư","Vàng nhẫn SJC 9999",115400000,118400000,3000000,11540000,11840000,3276.3,115900000,118900000,"23:30"
"24/04/2025","2025-04-24","Thứ Năm","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3332,117900000,120900000,"23:30"
"25/04/2025","2025-04-25","Thứ Sáu","Vàng nhẫn SJC 9999",115600000,118600000,3000000,11560000,11860000,3282.4,116100000,119100000,"23:30"
"28/04/2025","2025-04-28","Thứ Hai","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3332.5,117900000,120900000,"23:30"
"29/04/2025","2025-04-29","Thứ Ba","Vàng nhẫn SJC 9999",116900000,119900000,3000000,11690000,11990000,3318.8,117400000,120400000,"23:30"
"30/04/2025","2025-04-30","Thứ Tư","Vàng nhẫn SJC 9999",116400000,119400000,3000000,11640000,11940000,3305,116900000,119900000,"23:30"
"01/05/2025","2025-05-01","Thứ Năm","Vàng nhẫn SJC 9999",113000000,116000000,3000000,11300000,11600000,3210,113500000,116500000,"23:30"
"02/05/2025","2025-05-02","Thứ Sáu","Vàng nhẫn SJC 9999",113800000,116800000,3000000,11380000,11680000,3231.9,114300000,117300000,"23:30"
"05/05/2025","2025-05-05","Thứ Hai","Vàng nhẫn SJC 9999",116700000,119700000,3000000,11670000,11970000,3311.3,117200000,120200000,"23:30"
"06/05/2025","2025-05-06","Thứ Ba","Vàng nhẫn SJC 9999",120300000,123300000,3000000,12030000,12330000,3411.4,120800000,123800000,"23:30"
"07/05/2025","2025-05-07","Thứ Tư","Vàng nhẫn SJC 9999",119200000,122200000,3000000,11920000,12220000,3381.4,119700000,122700000,"23:30"
"08/05/2025","2025-05-08","Thứ Năm","Vàng nhẫn SJC 9999",116100000,119100000,3000000,11610000,11910000,3296.6,116600000,119600000,"23:30"
"09/05/2025","2025-05-09","Thứ Sáu","Vàng nhẫn SJC 9999",117500000,120500000,3000000,11750000,12050000,3335.4,118000000,121000000,"23:30"
"12/05/2025","2025-05-12","Thứ Hai","Vàng nhẫn SJC 9999",113400000,116400000,3000000,11340000,11640000,3220,113900000,116900000,"23:30"
"13/05/2025","2025-05-13","Thứ Ba","Vàng nhẫn SJC 9999",114100000,117100000,3000000,11410000,11710000,3240.3,114600000,117600000,"23:30"
"14/05/2025","2025-05-14","Thứ Tư","Vàng nhẫn SJC 9999",112000000,115000000,3000000,11200000,11500000,3181.4,112500000,115500000,"23:30"
"15/05/2025","2025-05-15","Thứ Năm","Vàng nhẫn SJC 9999",113400000,116400000,3000000,11340000,11640000,3220.7,113900000,116900000,"23:30"
"16/05/2025","2025-05-16","Thứ Sáu","Vàng nhẫn SJC 9999",112000000,115000000,3000000,11200000,11500000,3182,112500000,115500000,"23:30"
"19/05/2025","2025-05-19","Thứ Hai","Vàng nhẫn SJC 9999",113700000,116700000,3000000,11370000,11670000,3228.9,114200000,117200000,"23:30"
"20/05/2025","2025-05-20","Thứ Ba","Vàng nhẫn SJC 9999",115500000,118500000,3000000,11550000,11850000,3280.3,116000000,119000000,"23:30"
"21/05/2025","2025-05-21","Thứ Tư","Vàng nhẫn SJC 9999",116600000,119600000,3000000,11660000,11960000,3309.3,117100000,120100000,"23:30"
"22/05/2025","2025-05-22","Thứ Năm","Vàng nhẫn SJC 9999",116000000,119000000,3000000,11600000,11900000,3292.3,116500000,119500000,"23:30"
"23/05/2025","2025-05-23","Thứ Sáu","Vàng nhẫn SJC 9999",118500000,121500000,3000000,11850000,12150000,3363.6,119000000,122000000,"23:30"
"27/05/2025","2025-05-27","Thứ Ba","Vàng nhẫn SJC 9999",116200000,119200000,3000000,11620000,11920000,3299.1,116700000,119700000,"23:30"
"28/05/2025","2025-05-28","Thứ Tư","Vàng nhẫn SJC 9999",116000000,119000000,3000000,11600000,11900000,3293.6,116500000,119500000,"23:30"
"29/05/2025","2025-05-29","Thứ Năm","Vàng nhẫn SJC 9999",116900000,119900000,3000000,11690000,11990000,3317.1,117400000,120400000,"23:30"
"30/05/2025","2025-05-30","Thứ Sáu","Vàng nhẫn SJC 9999",115800000,118800000,3000000,11580000,11880000,3288.9,116300000,119300000,"23:30"
"02/06/2025","2025-06-02","Thứ Hai","Vàng nhẫn SJC 9999",118800000,121800000,3000000,11880000,12180000,3370.6,119300000,122300000,"23:30"
"03/06/2025","2025-06-03","Thứ Ba","Vàng nhẫn SJC 9999",118100000,121100000,3000000,11810000,12110000,3350.2,118600000,121600000,"23:30"
"04/06/2025","2025-06-04","Thứ Tư","Vàng nhẫn SJC 9999",118900000,121900000,3000000,11890000,12190000,3373.5,119400000,122400000,"23:30"
"05/06/2025","2025-06-05","Thứ Năm","Vàng nhẫn SJC 9999",118100000,121100000,3000000,11810000,12110000,3350.7,118600000,121600000,"23:30"
"06/06/2025","2025-06-06","Thứ Sáu","Vàng nhẫn SJC 9999",117100000,120100000,3000000,11710000,12010000,3322.7,117600000,120600000,"23:30"
"09/06/2025","2025-06-09","Thứ Hai","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3332.1,117900000,120900000,"23:30"
"10/06/2025","2025-06-10","Thứ Ba","Vàng nhẫn SJC 9999",117000000,120000000,3000000,11700000,12000000,3320.9,117500000,120500000,"23:30"
"11/06/2025","2025-06-11","Thứ Tư","Vàng nhẫn SJC 9999",117000000,120000000,3000000,11700000,12000000,3321.3,117500000,120500000,"23:30"
"12/06/2025","2025-06-12","Thứ Năm","Vàng nhẫn SJC 9999",119200000,122200000,3000000,11920000,12220000,3380.9,119700000,122700000,"23:30"
"13/06/2025","2025-06-13","Thứ Sáu","Vàng nhẫn SJC 9999",121000000,124000000,3000000,12100000,12400000,3431.2,121500000,124500000,"23:30"
"16/06/2025","2025-06-16","Thứ Hai","Vàng nhẫn SJC 9999",119700000,122700000,3000000,11970000,12270000,3396.4,120200000,123200000,"23:30"
"17/06/2025","2025-06-17","Thứ Ba","Vàng nhẫn SJC 9999",119400000,122400000,3000000,11940000,12240000,3386.6,119900000,122900000,"23:30"
"18/06/2025","2025-06-18","Thứ Tư","Vàng nhẫn SJC 9999",119500000,122500000,3000000,11950000,12250000,3389.8,120000000,123000000,"23:30"
"20/06/2025","2025-06-20","Thứ Sáu","Vàng nhẫn SJC 9999",118700000,121700000,3000000,11870000,12170000,3368.1,119200000,122200000,"23:30"
"23/06/2025","2025-06-23","Thứ Hai","Vàng nhẫn SJC 9999",119100000,122100000,3000000,11910000,12210000,3377.7,119600000,122600000,"23:30"
"24/06/2025","2025-06-24","Thứ Ba","Vàng nhẫn SJC 9999",116900000,119900000,3000000,11690000,11990000,3317.4,117400000,120400000,"23:30"
"25/06/2025","2025-06-25","Thứ Tư","Vàng nhẫn SJC 9999",117200000,120200000,3000000,11720000,12020000,3327.1,117700000,120700000,"23:30"
"26/06/2025","2025-06-26","Thứ Năm","Vàng nhẫn SJC 9999",117500000,120500000,3000000,11750000,12050000,3333.5,118000000,121000000,"23:30"
"27/06/2025","2025-06-27","Thứ Sáu","Vàng nhẫn SJC 9999",115300000,118300000,3000000,11530000,11830000,3273.7,115800000,118800000,"23:30"
"30/06/2025","2025-06-30","Thứ Hai","Vàng nhẫn SJC 9999",116000000,119000000,3000000,11600000,11900000,3294.4,116500000,119500000,"23:30"
"01/07/2025","2025-07-01","Thứ Ba","Vàng nhẫn SJC 9999",117600000,120600000,3000000,11760000,12060000,3336.7,118100000,121100000,"23:30"
"02/07/2025","2025-07-02","Thứ Tư","Vàng nhẫn SJC 9999",118000000,121000000,3000000,11800000,12100000,3348,118500000,121500000,"23:30"
"03/07/2025","2025-07-03","Thứ Năm","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3331.6,117900000,120900000,"23:30"
"04/07/2025","2025-07-04","Thứ Sáu","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3332.5,117900000,120900000,"23:30"
"07/07/2025","2025-07-07","Thứ Hai","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3332.2,117900000,120900000,"23:30"
"08/07/2025","2025-07-08","Thứ Ba","Vàng nhẫn SJC 9999",116500000,119500000,3000000,11650000,11950000,3307,117000000,120000000,"23:30"
"09/07/2025","2025-07-09","Thứ Tư","Vàng nhẫn SJC 9999",116700000,119700000,3000000,11670000,11970000,3311.6,117200000,120200000,"23:30"
"10/07/2025","2025-07-10","Thứ Năm","Vàng nhẫn SJC 9999",116900000,119900000,3000000,11690000,11990000,3317.4,117400000,120400000,"23:30"
"11/07/2025","2025-07-11","Thứ Sáu","Vàng nhẫn SJC 9999",118300000,121300000,3000000,11830000,12130000,3356,118800000,121800000,"23:30"
"14/07/2025","2025-07-14","Thứ Hai","Vàng nhẫn SJC 9999",118100000,121100000,3000000,11810000,12110000,3351.5,118600000,121600000,"23:30"
"15/07/2025","2025-07-15","Thứ Ba","Vàng nhẫn SJC 9999",117300000,120300000,3000000,11730000,12030000,3329.8,117800000,120800000,"23:30"
"16/07/2025","2025-07-16","Thứ Tư","Vàng nhẫn SJC 9999",118100000,121100000,3000000,11810000,12110000,3352.5,118600000,121600000,"23:30"
"17/07/2025","2025-07-17","Thứ Năm","Vàng nhẫn SJC 9999",117700000,120700000,3000000,11770000,12070000,3340.1,118200000,121200000,"23:30"
"18/07/2025","2025-07-18","Thứ Sáu","Vàng nhẫn SJC 9999",118200000,121200000,3000000,11820000,12120000,3353,118700000,121700000,"23:30"
"21/07/2025","2025-07-21","Thứ Hai","Vàng nhẫn SJC 9999",119900000,122900000,3000000,11990000,12290000,3401.9,120400000,123400000,"23:30"
"22/07/2025","2025-07-22","Thứ Ba","Vàng nhẫn SJC 9999",121300000,124300000,3000000,12130000,12430000,3439.2,121800000,124800000,"23:30"
"23/07/2025","2025-07-23","Thứ Tư","Vàng nhẫn SJC 9999",119600000,122600000,3000000,11960000,12260000,3394.1,120100000,123100000,"23:30"
"24/07/2025","2025-07-24","Thứ Năm","Vàng nhẫn SJC 9999",118800000,121800000,3000000,11880000,12180000,3371,119300000,122300000,"23:30"
"25/07/2025","2025-07-25","Thứ Sáu","Vàng nhẫn SJC 9999",117500000,120500000,3000000,11750000,12050000,3334,118000000,121000000,"23:30"
"28/07/2025","2025-07-28","Thứ Hai","Vàng nhẫn SJC 9999",116600000,119600000,3000000,11660000,11960000,3309.1,117100000,120100000,"23:30"
"29/07/2025","2025-07-29","Thứ Ba","Vàng nhẫn SJC 9999",117100000,120100000,3000000,11710000,12010000,3323.4,117600000,120600000,"23:30"
"30/07/2025","2025-07-30","Thứ Tư","Vàng nhẫn SJC 9999",116100000,119100000,3000000,11610000,11910000,3295.8,116600000,119600000,"23:30"
"31/07/2025","2025-07-31","Thứ Năm","Vàng nhẫn SJC 9999",116000000,119000000,3000000,11600000,11900000,3293.2,116500000,119500000,"23:30"
"01/08/2025","2025-08-01","Thứ Sáu","Vàng nhẫn SJC 9999",118000000,121000000,3000000,11800000,12100000,3347.7,118500000,121500000,"23:30"
"04/08/2025","2025-08-04","Thứ Hai","Vàng nhẫn SJC 9999",118900000,121900000,3000000,11890000,12190000,3374.4,119400000,122400000,"23:30"
"05/08/2025","2025-08-05","Thứ Ba","Vàng nhẫn SJC 9999",119200000,122200000,3000000,11920000,12220000,3381.9,119700000,122700000,"23:30"
"06/08/2025","2025-08-06","Thứ Tư","Vàng nhẫn SJC 9999",119100000,122100000,3000000,11910000,12210000,3380,119600000,122600000,"23:30"
"07/08/2025","2025-08-07","Thứ Năm","Vàng nhẫn SJC 9999",119900000,122900000,3000000,11990000,12290000,3400.3,120400000,123400000,"23:30"
"08/08/2025","2025-08-08","Thứ Sáu","Vàng nhẫn SJC 9999",121300000,124300000,3000000,12130000,12430000,3439.1,121800000,124800000,"23:30"
"11/08/2025","2025-08-11","Thứ Hai","Vàng nhẫn SJC 9999",118200000,121200000,3000000,11820000,12120000,3353.1,118700000,121700000,"23:30"
"12/08/2025","2025-08-12","Thứ Ba","Vàng nhẫn SJC 9999",118000000,121000000,3000000,11800000,12100000,3348.9,118500000,121500000,"23:30"
"13/08/2025","2025-08-13","Thứ Tư","Vàng nhẫn SJC 9999",118400000,121400000,3000000,11840000,12140000,3358.7,118900000,121900000,"23:30"
"14/08/2025","2025-08-14","Thứ Năm","Vàng nhẫn SJC 9999",117500000,120500000,3000000,11750000,12050000,3335.2,118000000,121000000,"23:30"
"15/08/2025","2025-08-15","Thứ Sáu","Vàng nhẫn SJC 9999",117500000,120500000,3000000,11750000,12050000,3336,118000000,121000000,"23:30"
"18/08/2025","2025-08-18","Thứ Hai","Vàng nhẫn SJC 9999",117400000,120400000,3000000,11740000,12040000,3331.7,117900000,120900000,"23:30"
"19/08/2025","2025-08-19","Thứ Ba","Vàng nhẫn SJC 9999",116700000,119700000,3000000,11670000,11970000,3313.4,117200000,120200000,"23:30"
"20/08/2025","2025-08-20","Thứ Tư","Vàng nhẫn SJC 9999",117800000,120800000,3000000,11780000,12080000,3343.4,118300000,121300000,"23:30"
"21/08/2025","2025-08-21","Thứ Năm","Vàng nhẫn SJC 9999",117600000,120600000,3000000,11760000,12060000,3336.9,118100000,121100000,"23:30"
"22/08/2025","2025-08-22","Thứ Sáu","Vàng nhẫn SJC 9999",118900000,121900000,3000000,11890000,12190000,3374.4,119400000,122400000,"23:30"
"25/08/2025","2025-08-25","Thứ Hai","Vàng nhẫn SJC 9999",118900000,121900000,3000000,11890000,12190000,3373.8,119400000,122400000,"23:30"
"26/08/2025","2025-08-26","Thứ Ba","Vàng nhẫn SJC 9999",119400000,122400000,3000000,11940000,12240000,3388.6,119900000,122900000,"23:30"
"27/08/2025","2025-08-27","Thứ Tư","Vàng nhẫn SJC 9999",120000000,123000000,3000000,12000000,12300000,3404.6,120500000,123500000,"23:30"
"28/08/2025","2025-08-28","Thứ Năm","Vàng nhẫn SJC 9999",121000000,124000000,3000000,12100000,12400000,3431.8,121500000,124500000,"23:30"
"29/08/2025","2025-08-29","Thứ Sáu","Vàng nhẫn SJC 9999",122500000,125500000,3000000,12250000,12550000,3473.7,123000000,126000000,"23:30"
"02/09/2025","2025-09-02","Thứ Ba","Vàng nhẫn SJC 9999",125300000,128300000,3000000,12530000,12830000,3549.4,125800000,128800000,"23:30"
"03/09/2025","2025-09-03","Thứ Tư","Vàng nhẫn SJC 9999",126800000,129800000,3000000,12680000,12980000,3593.2,127300000,130300000,"23:30"
"04/09/2025","2025-09-04","Thứ Năm","Vàng nhẫn SJC 9999",125900000,128900000,3000000,12590000,12890000,3565.8,126400000,129400000,"23:30"
"05/09/2025","2025-09-05","Thứ Sáu","Vàng nhẫn SJC 9999",127600000,130600000,3000000,12760000,13060000,3613.2,128100000,131100000,"23:30"
"08/09/2025","2025-09-08","Thứ Hai","Vàng nhẫn SJC 9999",128500000,131500000,3000000,12850000,13150000,3638.1,129000000,132000000,"23:30"
"09/09/2025","2025-09-09","Thứ Ba","Vàng nhẫn SJC 9999",128700000,131700000,3000000,12870000,13170000,3643.3,129200000,132200000,"23:30"
"10/09/2025","2025-09-10","Thứ Tư","Vàng nhẫn SJC 9999",128700000,131700000,3000000,12870000,13170000,3643.6,129200000,132200000,"23:30"
"11/09/2025","2025-09-11","Thứ Năm","Vàng nhẫn SJC 9999",128400000,131400000,3000000,12840000,13140000,3636.9,128900000,131900000,"23:30"
"12/09/2025","2025-09-12","Thứ Sáu","Vàng nhẫn SJC 9999",128900000,131900000,3000000,12890000,13190000,3649.4,129400000,132400000,"23:30"
"15/09/2025","2025-09-15","Thứ Hai","Vàng nhẫn SJC 9999",130100000,133100000,3000000,13010000,13310000,3682.2,130600000,133600000,"23:30"
"16/09/2025","2025-09-16","Thứ Ba","Vàng nhẫn SJC 9999",130300000,133300000,3000000,13030000,13330000,3688.9,130800000,133800000,"23:30"
"17/09/2025","2025-09-17","Thứ Tư","Vàng nhẫn SJC 9999",130000000,133000000,3000000,13000000,13300000,3681.8,130500000,133500000,"23:30"
"18/09/2025","2025-09-18","Thứ Năm","Vàng nhẫn SJC 9999",128700000,131700000,3000000,12870000,13170000,3643.7,129200000,132200000,"23:30"
"19/09/2025","2025-09-19","Thứ Sáu","Vàng nhẫn SJC 9999",129700000,132700000,3000000,12970000,13270000,3671.5,130200000,133200000,"23:30"
"22/09/2025","2025-09-22","Thứ Hai","Vàng nhẫn SJC 9999",132200000,135200000,3000000,13220000,13520000,3740.7,132700000,135700000,"23:30"
"23/09/2025","2025-09-23","Thứ Ba","Vàng nhẫn SJC 9999",133600000,136600000,3000000,13360000,13660000,3780.6,134100000,137100000,"23:30"
"24/09/2025","2025-09-24","Thứ Tư","Vàng nhẫn SJC 9999",131900000,134900000,3000000,13190000,13490000,3732.1,132400000,135400000,"23:30"
"25/09/2025","2025-09-25","Thứ Năm","Vàng nhẫn SJC 9999",132000000,135000000,3000000,13200000,13500000,3736.9,132500000,135500000,"23:30"
"26/09/2025","2025-09-26","Thứ Sáu","Vàng nhẫn SJC 9999",133400000,136400000,3000000,13340000,13640000,3775.3,133900000,136900000,"23:30"
"29/09/2025","2025-09-29","Thứ Hai","Vàng nhẫn SJC 9999",135100000,138100000,3000000,13510000,13810000,3820.9,135600000,138600000,"23:30"
"30/09/2025","2025-09-30","Thứ Ba","Vàng nhẫn SJC 9999",135800000,138800000,3000000,13580000,13880000,3840.8,136300000,139300000,"23:30"
"01/10/2025","2025-10-01","Thứ Tư","Vàng nhẫn SJC 9999",136800000,139800000,3000000,13680000,13980000,3867.5,137300000,140300000,"23:30"
"02/10/2025","2025-10-02","Thứ Năm","Vàng nhẫn SJC 9999",135800000,138800000,3000000,13580000,13880000,3839.7,136300000,139300000,"23:30"
"03/10/2025","2025-10-03","Thứ Sáu","Vàng nhẫn SJC 9999",137200000,140200000,3000000,13720000,14020000,3880.8,137700000,140700000,"23:30"
"06/10/2025","2025-10-06","Thứ Hai","Vàng nhẫn SJC 9999",139700000,142700000,3000000,13970000,14270000,3948.5,140200000,143200000,"23:30"
"07/10/2025","2025-10-07","Thứ Ba","Vàng nhẫn SJC 9999",140700000,143700000,3000000,14070000,14370000,3976.6,141200000,144200000,"23:30"
"08/10/2025","2025-10-08","Thứ Tư","Vàng nhẫn SJC 9999",143100000,146100000,3000000,14310000,14610000,4043.3,143600000,146600000,"23:30"
"09/10/2025","2025-10-09","Thứ Năm","Vàng nhẫn SJC 9999",139600000,142600000,3000000,13960000,14260000,3946.3,140100000,143100000,"23:30"
"10/10/2025","2025-10-10","Thứ Sáu","Vàng nhẫn SJC 9999",140700000,143700000,3000000,14070000,14370000,3975.9,141200000,144200000,"23:30"
"13/10/2025","2025-10-13","Thứ Hai","Vàng nhẫn SJC 9999",145500000,148500000,3000000,14550000,14850000,4108.6,146000000,149000000,"23:30"
"14/10/2025","2025-10-14","Thứ Ba","Vàng nhẫn SJC 9999",146600000,149600000,3000000,14660000,14960000,4138.7,147100000,150100000,"23:30"
"15/10/2025","2025-10-15","Thứ Tư","Vàng nhẫn SJC 9999",147900000,150900000,3000000,14790000,15090000,4176.9,148400000,151400000,"23:30"
"16/10/2025","2025-10-16","Thứ Năm","Vàng nhẫn SJC 9999",151700000,154700000,3000000,15170000,15470000,4280.2,152200000,155200000,"23:30"
"17/10/2025","2025-10-17","Thứ Sáu","Vàng nhẫn SJC 9999",148400000,151400000,3000000,14840000,15140000,4189.9,148900000,151900000,"23:30"
"20/10/2025","2025-10-20","Thứ Hai","Vàng nhẫn SJC 9999",153700000,156700000,3000000,15370000,15670000,4336.4,154200000,157200000,"23:30"
"21/10/2025","2025-10-21","Thứ Ba","Vàng nhẫn SJC 9999",144700000,147700000,3000000,14470000,14770000,4087.7,145200000,148200000,"23:30"
"22/10/2025","2025-10-22","Thứ Tư","Vàng nhẫn SJC 9999",143100000,146100000,3000000,14310000,14610000,4044.4,143600000,146600000,"23:30"
"23/10/2025","2025-10-23","Thứ Năm","Vàng nhẫn SJC 9999",146100000,149100000,3000000,14610000,14910000,4125.5,146600000,149600000,"23:30"
"24/10/2025","2025-10-24","Thứ Sáu","Vàng nhẫn SJC 9999",145800000,148800000,3000000,14580000,14880000,4118.4,146300000,149300000,"23:30"
"27/10/2025","2025-10-27","Thứ Hai","Vàng nhẫn SJC 9999",141600000,144600000,3000000,14160000,14460000,4001.9,142100000,145100000,"23:30"
"28/10/2025","2025-10-28","Thứ Ba","Vàng nhẫn SJC 9999",140300000,143300000,3000000,14030000,14330000,3966.2,140800000,143800000,"23:30"
"29/10/2025","2025-10-29","Thứ Tư","Vàng nhẫn SJC 9999",141000000,144000000,3000000,14100000,14400000,3983.7,141500000,144500000,"23:30"
"30/10/2025","2025-10-30","Thứ Năm","Vàng nhẫn SJC 9999",141600000,144600000,3000000,14160000,14460000,4001.3,142100000,145100000,"23:30"
"31/10/2025","2025-10-31","Thứ Sáu","Vàng nhẫn SJC 9999",140900000,143900000,3000000,14090000,14390000,3982.2,141400000,144400000,"23:30"
"03/11/2025","2025-11-03","Thứ Hai","Vàng nhẫn SJC 9999",141600000,144600000,3000000,14160000,14460000,4000.3,142100000,145100000,"23:30"
"04/11/2025","2025-11-04","Thứ Ba","Vàng nhẫn SJC 9999",139700000,142700000,3000000,13970000,14270000,3947.7,140200000,143200000,"23:30"
"05/11/2025","2025-11-05","Thứ Tư","Vàng nhẫn SJC 9999",140800000,143800000,3000000,14080000,14380000,3980.3,141300000,144300000,"23:30"
"06/11/2025","2025-11-06","Thứ Năm","Vàng nhẫn SJC 9999",140800000,143800000,3000000,14080000,14380000,3979.9,141300000,144300000,"23:30"
"07/11/2025","2025-11-07","Thứ Sáu","Vàng nhẫn SJC 9999",141500000,144500000,3000000,14150000,14450000,3999.4,142000000,145000000,"23:30"
"10/11/2025","2025-11-10","Thứ Hai","Vàng nhẫn SJC 9999",145600000,148600000,3000000,14560000,14860000,4111.8,146100000,149100000,"23:30"
"11/11/2025","2025-11-11","Thứ Ba","Vàng nhẫn SJC 9999",145400000,148400000,3000000,14540000,14840000,4106.8,145900000,148900000,"23:30"
"12/11/2025","2025-11-12","Thứ Tư","Vàng nhẫn SJC 9999",148900000,151900000,3000000,14890000,15190000,4204.4,149400000,152400000,"23:30"
"13/11/2025","2025-11-13","Thứ Năm","Vàng nhẫn SJC 9999",148300000,151300000,3000000,14830000,15130000,4186.9,148800000,151800000,"23:30"
"14/11/2025","2025-11-14","Thứ Sáu","Vàng nhẫn SJC 9999",144700000,147700000,3000000,14470000,14770000,4087.6,145200000,148200000,"23:30"
"17/11/2025","2025-11-17","Thứ Hai","Vàng nhẫn SJC 9999",144000000,147000000,3000000,14400000,14700000,4068.3,144500000,147500000,"23:30"
"18/11/2025","2025-11-18","Thứ Ba","Vàng nhẫn SJC 9999",143800000,146800000,3000000,14380000,14680000,4061.3,144300000,147300000,"23:30"
"19/11/2025","2025-11-19","Thứ Tư","Vàng nhẫn SJC 9999",144400000,147400000,3000000,14440000,14740000,4077.7,144900000,147900000,"23:30"
